Srl_Num,I generally plan my expenses and never spend more than my budget ,I often take opinions or check reviews before buying,I often experiment with new brands rather than just sticking to old ones ,I like to spend my weekends with friends than staying at home . ,My favorite subjects in school were Mathematics & Science rather than Literature,"I make it a point to do some physical exercises (like swimming, walking, yoga) almost everyday","When I go out for shopping, I end up buying more items just by impulse",I am active on almost all Social media  ,"I like light, sober colors to bright, exciting colors when it comes to clothing ",I prefer watching videos/shows online rather than watching them in the television,I prefer ordering in from online apps than dining out,"I follow Brands, celebrities, influencers on social media",I always try to keep up with new fashion trends,I prefer reading or listening to music rather than exercising or playing a sport,Which company's mobile phone do you use ?,From where did you purchase your phone?,Which flavor of soft drink do you like to have the most ?,Given below is a list of products. Please tell us how frequently do you use these products  [Shower gels],Given below is a list of products. Please tell us how frequently do you use these products  [Hand sanitizers],Given below is a list of products. Please tell us how frequently do you use these products  [Facewashes],Given below is a list of products. Please tell us how frequently do you use these products  [Hair Conditioner],I generally read news from,I generally prefer to buy clothes from,Age ,Gender,Occupation ,Your hometown ?,Roll Number ,Institute ,
125,8,10,5,10,10,5,10,10,10,10,10,10,10,5,Apple,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,C20026,PRAXIS BUSINESS SCHOOL,
126,9,10,10,5,8,10,2,2,4,10,6,1,5,2,Others,Online,I do not consume soft drinks at all,Less Often,Less Often,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in East,C20005,Praxis Business School,
127,5,9,3,7,8,7,3,7,6,7,9,5,4,3,Xiaomi,Online,Fruit flavour,Never,Less Often,Everyday,Less Often,Online,Online,29-33,Male,Student,Other towns in South,31,Praxis,
128,0,8,2,8,9,1,2,2,9,8,8,2,2,5,One Plus,Online,White/Colourless,Everyday,Everyday,Less Often,Less Often,Online,Online,24-28,Male,Student,Kolkata,C20008,Praxis Business School,
129,9,8,4,9,9,7,7,6,9,6,6,3,8,8,Samsung,Online,Fruit flavour,Never,Everyday,Everyday,Less Often,Online,Retail Stores,29-33,Female,Student,Kolkata,C20006,Praxis Business School,
130,6,10,7,6,5,4,6,9,5,10,5,8,8,6,One Plus,Retail,Cola,Everyday,Everyday,Everyday,Everyday,Online,Retail Stores,18-23,Male,Student,Delhi,c20025,praxis business school,
131,3,8,7,8,9,2,5,5,9,9,8,7,7,8,Others,Online,Cola,Less Often,Everyday,Never,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,C20010,Praxis Business School,
132,4,9,6,5,5,3,8,6,7,2,3,9,6,2,Others,Retail,White/Colourless,Never,Everyday,Everyday,Everyday,Online,Retail Stores,18-23,Female,Student,Kolkata,19BSP0581,Avni Mehta,
133,8,10,6,0,10,0,10,4,4,10,7,0,1,0,Xiaomi,Retail,Orange,Less Often,Everyday,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in East,19BSP1198,IBS-K,
134,9,8,8,9,5,5,8,8,6,10,5,6,6,5,Apple,Retail,Orange,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Mumbai,19BSP2451,IBS KOLKATA ,
135,5,7,5,3,6,7,8,6,6,8,5,7,8,9,Others,Online,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Female,Student,Kolkata,19BSP1463,ICFAI BUSINESS SCHOOL KOLKATA,
136,4,8,5,7,0,6,9,4,5,10,1,10,7,6,One Plus,Retail,Cola,Less Often,Less Often,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Kolkata,19BSP2409,"ICFAI Business School, Kolkata",
137,3,9,9,10,0,6,9,9,0,10,2,10,8,10,Apple,Retail,Orange,Everyday,Less Often,Less Often,Less Often,Online,Retail Stores,24-28,Female,Student,Kolkata,19BSP0124,"IBS, Kolkata ",
138,8,9,8,10,8,6,2,7,10,10,5,5,7,5,Others,Online,I do not consume soft drinks at all,Less Often,Everyday,Everyday,Less Often,Online,Online,24-28,Male,Student,Kolkata,19BSP2121,ICFAI BUSINESS SCHOOL KOLKATA,
139,7,5,8,4,5,7,4,5,7,5,6,6,6,5,Samsung,Retail,Fruit flavour,Less Often,Everyday,Less Often,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in East,19BSP1734,IBS Kolkata,
140,7,9,8,4,10,3,2,10,1,0,1,0,7,5,Others,Retail,I do not consume soft drinks at all,Never,Less Often,Never,Never,Newspaper,Retail Stores,24-28,Male,Student,Other towns in East,19BSP0587,IBS Kolkata,
141,9,10,5,0,8,3,0,4,7,10,0,10,10,10,Samsung,Retail,White/Colourless,Never,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Kolkata,19BSP0504,ICFAI BUSINESS SCHOOL,
142,8,10,7,8,10,9,9,10,7,9,9,6,7,8,Apple,Online,White/Colourless,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,19BSP2864,IBS_K,
143,10,10,7,9,8,9,5,6,2,7,7,7,7,2,Xiaomi,Online,Cola,Less Often,Everyday,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in East,19BSP1919,IBS KOLKATA,
144,8,3,8,10,5,10,2,7,10,10,10,8,7,5,Oppo,Retail,White/Colourless,Never,Everyday,Never,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in East,19BSP2243,IBS kolkata,
145,9,5,7,5,5,8,6,8,9,8,5,6,5,6,Others,Online,I do not consume soft drinks at all,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,19BSP0827,ICFAI BUSINESS SCHOOL,
146,10,10,6,6,9,6,0,5,5,4,5,0,5,10,Samsung,Online,Cola,Everyday,Everyday,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,Bm19025,Praxis,
147,8,9,4,5,10,5,0,5,9,5,8,5,5,0,Others,Online,Orange,Never,Everyday,Never,Never,Online,Retail Stores,24-28,Male,Student,Kolkata,BM19007,Praxis Business School,
148,9,10,7,1,2,9,5,9,1,10,10,0,2,5,Xiaomi,Online,I do not consume soft drinks at all,Never,Less Often,Everyday,Less Often,Online,Online,18-23,Male,Student,Other towns in West,BM19042,Praxis Business School,
149,5,10,9,1,10,8,10,10,8,10,5,10,10,10,One Plus,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in East,BM19016,Praxis business School,
150,7,10,7,5,3,5,9,7,8,9,8,6,7,5,Xiaomi,Retail,Orange,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Other towns in East,28,Praxis Business School,
151,5,8,7,3,8,3,9,5,5,2,4,9,7,8,Apple,Retail,Cola,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in East,BM19022,Praxis business school,
152,9,10,4,4,9,5,1,8,0,10,9,8,8,8,Samsung,Retail,Cola,Everyday,Everyday,Less Often,Less Often,Online,Retail Stores,18-23,Female,Student,Kolkata,BM19031,Praxis Business School,
153,9,9,9,6,5,6,7,9,8,9,6,7,8,7,Xiaomi,Online,Cola,Everyday,Everyday,Everyday,Never,Online,Retail Stores,18-23,Female,Student,Other towns in East,Bm-19009,Praxis business school,
154,7,10,9,5,1,3,8,5,7,9,8,8,9,9,Samsung,Online,Cola,Less Often,Everyday,Everyday,Never,Online,Online,24-28,Female,Student,Kolkata,BM19048,Praxis Business School ,
155,7,10,5,5,7,10,0,0,9,5,0,7,5,0,Vivo,Retail,Cola,Never,Everyday,Less Often,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in East,BM19029,PRAXIS BUSINESS SCHOOL ,
156,4,9,6,9,10,10,9,0,7,7,3,0,1,0,Xiaomi,Retail,Cola,Never,Less Often,Never,Never,Online,Online,24-28,Male,Student,Other towns in East,BM 19039,Praxis Business School,
157,8,5,4,10,10,0,2,5,2,9,2,2,6,8,Vivo,Retail,Cola,Everyday,Less Often,Everyday,Everyday,Online,Retail Stores,18-23,Female,Student,Other towns in East,BM19037,Praxis Business School,
158,8,9,5,4,8,10,3,6,10,10,6,0,4,3,Samsung,Retail,Cola,Less Often,Everyday,Less Often,Less Often,Newspaper,Retail Stores,18-23,Male,Student,Other towns in North,BM19020,Paxis Business School,
159,3,8,4,7,8,3,8,5,9,9,4,2,8,3,Xiaomi,Online,Fruit flavour,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,55,Praxis Business School,
160,9,7,7,2,8,5,2,1,5,4,2,1,2,9,Others,Retail,Cola,Less Often,Everyday,Everyday,Everyday,Newspaper,Retail Stores,18-23,Female,Student,Kolkata,BM19047,Praxis business school,
161,3,9,4,5,10,9,6,9,10,3,1,7,7,0,Others,Retail,Cola,Never,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in East,BM19049,Praxis Business School,
162,7,10,5,10,10,5,8,7,10,8,4,4,9,7,Samsung,Retail,Cola,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Kolkata,BM19032 ,Quartas Sumbul Alam ,
163,9,10,7,5,9,1,3,6,5,10,0,8,7,10,Xiaomi,Online,White/Colourless,Never,Everyday,Never,Less Often,Online,Online,24-28,Female,Student,Kolkata,BM19012,Praxis Business School,
164,8,9,8,6,10,4,7,7,9,9,5,8,8,9,Xiaomi,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in East,Bm19027,Praxis Business School,
165,5,10,3,0,4,0,0,0,0,10,10,0,2,10,Xiaomi,Online,Cola,Never,Everyday,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in East,BM19015,Praxis Business School,
166,9,10,10,10,0,7,10,10,8,10,3,5,8,8,Apple,Retail,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in East,BM19056,Praxis Business School,
167,8,9,3,9,10,1,6,5,5,1,9,0,2,4,One Plus,Online,Cola,Everyday,Everyday,Less Often,Less Often,Online,Retail Stores,18-23,Male,Student,Kolkata,BM19004,Praxis Business School,
168,8,8,8,8,5,9,5,8,1,5,2,2,7,2,Others,Online,Cola,Less Often,Everyday,Everyday,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Kolkata,BM19013,"Praxis Business School, Kolkata ",
169,9,5,8,10,9,10,6,8,7,6,3,2,9,4,One Plus,Online,Cola,Less Often,Everyday,Everyday,Less Often,Newspaper,Retail Stores,18-23,Male,Student,Kolkata,Saurav Sanganeria,PRAXIS BUSINESS SCHOO,
170,2,7,5,6,5,6,0,9,7,10,8,9,9,5,Samsung,Online,Cola,Less Often,Everyday,Everyday,Less Often,Online,Online,18-23,Male,Student,Other towns in East,BM19035,praxis Business school,
171,9,10,9,4,10,9,8,2,4,10,4,9,5,4,Samsung,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Female,Student,Kolkata,BM19030,Praxis Business School ,
172,3,10,7,8,0,2,8,7,9,10,3,4,9,4,Samsung,Online,Cola,Everyday,Everyday,Less Often,Never,Online,Online,18-23,Female,Student,Kolkata,Bm19008,Praxis business school,
173,9,9,7,6,2,10,2,1,5,7,5,0,5,3,Oppo,Retail,I do not consume soft drinks at all,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Kolkata,BM19017,Praxis business school,
174,10,10,7,4,5,9,8,8,8,4,8,3,8,5,Apple,Retail,Cola,Everyday,Everyday,Everyday,Less Often,Online,Online,18-23,Male,Student,Other towns in North,BM19014,Praxis Business School,
175,4,10,9,8,5,0,8,5,8,10,6,10,8,8,Vivo,Retail,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Online,18-23,Female,Student,Kolkata,BM19052,Praxis Business School,
176,4,8,9,6,9,10,10,8,6,5,2,5,6,1,One Plus,Online,Cola,Never,Everyday,Everyday,Never,Online,Retail Stores,24-28,Male,Student,Other towns in North,44,Praxis business school ,
177,10,9,9,8,9,6,10,10,10,10,10,9,9,9,Xiaomi,Online,Cola,Everyday,Everyday,Everyday,Everyday,Online,Retail Stores,24-28,Male,Student,Other towns in East,BM19057,Praxis Business School,
178,3,10,6,5,8,1,9,3,3,3,5,3,7,5,Others,Online,Cola,Less Often,Everyday,Everyday,Everyday,Online,Retail Stores,18-23,Female,Student,Kolkata,BM19043,Praxis Business School,
179,8,8,5,0,8,0,0,0,10,6,8,0,0,0,Samsung,Online,Cola,Never,Everyday,Less Often,Never,Online,Online,18-23,Male,Student,Kolkata,BM19002 ,PRAXIS BUSINESS SCHOOL ,
180,10,10,3,8,0,8,5,7,2,9,1,0,3,5,Xiaomi,Online,Cola,Less Often,Everyday,Everyday,Less Often,Online,Online,18-23,Female,Student,Other towns in East,BM19011,"Praxis Business School, Kolkata",
181,9,10,8,5,10,9,7,5,5,5,6,3,8,5,Xiaomi,Online,Orange,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Kolkata,BM19033,Praxis business school,
182,0,6,8,9,2,0,10,1,9,10,0,8,1,0,Others,Second hand mobile sources,Orange,Less Often,Less Often,Less Often,Never,Online,Retail Stores,29-33,Male,Working Executive,Kolkata,Sumit Bhattacharya,TSA,
183,8,10,9,6,8,3,7,8,4,8,7,10,8,4,Samsung,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Female,Working Executive,Mumbai,B036631,SAIL-MUMBAI,
184,4,9,5,6,9,8,5,6,5,1,4,5,6,4,One Plus,Online,I do not consume soft drinks at all,Less Often,Everyday,Everyday,Less Often,Newspaper,Retail Stores,24-28,Male,Working Executive,Other towns in North,J000322,SAIL CMO,
185,2,10,10,10,10,1,8,5,9,10,2,10,7,10,Others,Online,Cola,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,34-40,Male,Working Executive,Other towns in South,PRABU,STEEL AUTHORITY OF NDIA LIMITED,
186,5,8,5,3,7,4,7,3,9,4,5,2,4,8,Samsung,Retail,Cola,Less Often,Everyday,Less Often,Less Often,Newspaper,Retail Stores,34-40,Female,Working Executive,Hyderabad,F001180,SAIL,
187,8,10,8,8,9,10,10,8,10,9,2,7,7,2,Apple,Retail,Fruit flavour,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,34-40,Male,Working Executive,Other towns in East,c028531,Sail BSO BHUANESWAR,
188,9,8,8,8,5,8,3,3,4,8,3,4,4,3,One Plus,Online,Cola,Less Often,Everyday,Everyday,Less Often,Newspaper,Retail Stores,34-40,Male,Working Executive,Other towns in North,B003033 Ankur Sharma ,Bokaro,
189,0,1,6,4,3,1,5,1,2,7,5,0,3,2,Xiaomi,Online,Orange,Less Often,Everyday,Everyday,Everyday,Online,Retail Stores,34-40,Female,Working Executive,Other towns in East,G000883,SAIL,
190,9,10,10,10,10,4,6,7,10,10,8,6,7,10,Apple,Online,Cola,Everyday,Everyday,Less Often,Less Often,Online,Retail Stores,34-40,Male,Working Executive,Kolkata,1,Sail,
191,4,9,5,6,4,2,0,8,5,3,3,7,5,5,Others,Retail,Cola,Never,Everyday,Less Often,Less Often,Online,Retail Stores,29-33,Male,Working Executive,Other towns in North,Aniruddha,SAIL,
192,4,9,8,4,9,5,6,4,8,9,8,5,5,5,Samsung,Retail,Cola,Less Often,Everyday,Everyday,Never,Online,Retail Stores,34-40,Male,Working Executive,Other towns in North,C028868 ,SAIL,
193,8,8,5,2,10,7,1,1,5,9,2,4,4,5,Xiaomi,Online,I do not consume soft drinks at all,Never,Less Often,Less Often,Less Often,Online,Retail Stores,29-33,Female,Working Executive,Other towns in North,S,SAIL,
194,3,10,8,0,10,10,0,0,10,5,0,1,8,0,Xiaomi,Online,Cola,Never,Everyday,Less Often,Never,Newspaper,Retail Stores,29-33,Male,Working Executive,Other towns in East,ABCD,ABCD,
195,7,8,8,3,8,2,7,7,7,2,7,5,7,7,Xiaomi,Online,Cola,Never,Everyday,Less Often,Less Often,Online,Online,34-40,Male,Working Executive,Other towns in North,abcd,STEEL AUTHORITY OF INDIA LTD,
196,10,8,6,4,8,10,4,0,10,5,4,0,8,5,Apple,Online,I do not consume soft drinks at all,Never,Everyday,Never,Never,Online,Retail Stores,40-50,Male,Working Executive,Other towns in North,d001786,SAIL,
197,7,7,3,10,7,10,8,10,10,10,5,10,7,0,Apple,Second hand mobile sources,Fruit flavour,Never,Never,Never,Less Often,Online,Retail Stores,29-33,Male,Working Executive,Other towns in North,F001414,BSO FARIDABAD CMO MARKETTING,
198,0,5,2,5,2,0,10,1,8,2,2,2,2,8,Samsung,Retail,Cola,Never,Everyday,Less Often,Less Often,Online,Retail Stores,50-60,Male,Working Executive,Other towns in East,L000188,SAIL BSO GUWAHATI,
199,9,10,4,0,10,9,5,4,7,5,9,0,5,0,Others,Online,I do not consume soft drinks at all,Never,Everyday,Less Often,Never,Online,Online,29-33,Male,Working Executive,Other towns in West,B036414,SAIL BSO Faridabad,
200,10,9,9,6,9,5,7,3,9,7,10,4,5,5,Xiaomi,Online,I do not consume soft drinks at all,Less Often,Everyday,Everyday,Less Often,Newspaper,Online,29-33,Male,Working Executive,Delhi,c028834,SAIL,
201,7,10,8,9,9,9,5,6,8,9,9,8,7,7,Xiaomi,Online,Fruit flavour,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,34-40,Male,Working Executive,Other towns in North,G000813,SAIL,
202,8,10,3,10,5,8,8,6,9,10,4,2,6,5,Xiaomi,Online,Cola,Everyday,Everyday,Everyday,Less Often,Newspaper,Retail Stores,34-40,Female,Working Executive,Other towns in East,C030979,SAIL,
203,10,8,2,6,10,9,5,1,10,8,1,0,8,7,Others,Online,I do not consume soft drinks at all,Less Often,Everyday,Less Often,Less Often,Online,Retail Stores,29-33,Male,Working Executive,Other towns in North,2,ccc,
204,7,9,5,4,9,10,6,4,9,5,4,2,1,7,Xiaomi,Online,Cola,Never,Everyday,Never,Less Often,Online,Retail Stores,40-50,Male,Working Executive,Other towns in East,g000734,sail,
205,10,7,6,7,10,7,8,7,7,8,8,5,7,7,Samsung,Online,I do not consume soft drinks at all,Less Often,Everyday,Everyday,Less Often,Online,Online,34-40,Female,Working Executive,Other towns in West,pp,ahm,
206,2,9,5,10,5,5,5,2,7,9,5,1,4,6,Others,Retail,Orange,Never,Everyday,Everyday,Never,Online,Retail Stores,29-33,Male,Working Executive,Other towns in West,B036706,SAIL,
207,3,9,3,0,10,2,3,2,5,6,7,0,6,7,Vivo,Online,Cola,Never,Everyday,Never,Less Often,Online,Retail Stores,34-40,Male,Working Executive,Other towns in North,B003070,SAIL,
208,7,8,9,8,9,9,8,4,9,5,7,7,8,8,Oppo,Retail,I do not consume soft drinks at all,Never,Everyday,Everyday,Less Often,Online,Online,34-40,Male,Working Executive,Other towns in West,01,SAIL,
209,10,10,1,1,2,6,5,5,5,10,10,5,6,6,Oppo,Online,I do not consume soft drinks at all,Never,Everyday,Everyday,Less Often,Newspaper,Retail Stores,34-40,Male,Working Executive,Other towns in North,D001773,SAIl,
210,3,9,8,5,8,1,6,9,9,10,7,2,2,5,Xiaomi,Retail,Cola,Everyday,Everyday,Everyday,Never,Online,Online,18-23,Male,Student,Other towns in West,BM19034,Praxis Business School ,
211,2,10,9,9,9,1,10,2,2,10,9,7,5,5,One Plus,Online,Cola,Less Often,Everyday,Less Often,Less Often,Online,Online,18-23,Male,Student,Other towns in North,A20006,Praxis Business School,
212,7,9,9,9,10,5,10,7,7,8,5,9,9,8,One Plus,Online,I do not consume soft drinks at all,Less Often,Everyday,Everyday,Everyday,Online,Retail Stores,29-33,Male,Student,Other towns in North,A20003,Praxis Business School ,
213,4,9,8,9,10,8,9,8,7,10,5,2,1,5,Others,Online,Cola,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Kolkata,A20001,Praxis Business School,
214,7,8,7,7,8,7,3,5,6,6,4,4,8,4,One Plus,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,29-33,Male,Student,Other towns in East,A20021,Praxis Business School,
215,7,9,2,3,8,2,6,4,10,9,10,1,0,10,Others,Online,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,18-23,Female,Student,Kolkata,A20016,Praxis Business School,
216,6,9,6,9,9,9,8,8,3,6,4,5,5,1,Samsung,Online,Cola,Less Often,Less Often,Everyday,Less Often,Newspaper,Retail Stores,24-28,Male,Student,Kolkata,A20011,PRAXIS SCHOOL,
217,4,9,8,4,3,8,4,3,7,8,8,3,3,8,Samsung,Retail,Cola,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,29-33,Male,Student,Other towns in North,A20015,Praxis Business School,
218,6,7,8,10,10,4,10,6,4,10,8,2,1,6,Oppo,Online,Cola,Everyday,Less Often,Less Often,Never,Online,Online,18-23,Male,Student,Kolkata,A20014,Praxis Business school,
219,6,9,5,8,8,5,4,7,6,8,5,3,3,8,One Plus,Online,White/Colourless,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Male,Student,Other towns in West,A20020,Praxis business school,
220,4,9,9,5,10,3,2,1,5,10,0,0,2,5,Apple,Online,I do not consume soft drinks at all,Everyday,Less Often,Everyday,Less Often,Newspaper,Online,24-28,Female,Student,Other towns in East,A20013,Praxis business school,
221,8,10,8,9,5,6,10,6,5,8,4,4,10,4,Xiaomi,Online,Fruit flavour,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Female,Student,Other towns in East,A20018,Praxis Business School,
222,5,9,9,8,8,7,4,8,9,8,6,6,7,3,Vivo,Retail,Cola,Less Often,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,BM19036,Praxis Business School ,
223,7,9,9,5,10,8,2,7,5,8,2,7,7,2,Others,Retail,Cola,Less Often,Everyday,Everyday,Never,Online,Retail Stores,29-33,Male,Student,Kolkata,A20002,PRAXIS BUSINESS SCHOOL,
224,10,10,0,10,10,10,10,6,10,10,0,1,10,0,Samsung,Retail,Orange,Never,Less Often,Everyday,Everyday,Online,Retail Stores,18-23,Male,Student,Delhi,A20008,Praxis Business school,
225,7,7,6,8,9,8,8,8,5,8,6,8,6,7,One Plus,Retail,Cola,Everyday,Everyday,Less Often,Less Often,Online,Retail Stores,29-33,Male,Student,Kolkata,A20007,Praxis,
226,5,9,6,3,10,7,1,3,7,9,8,2,4,5,One Plus,Online,Fruit flavour,Less Often,Everyday,Everyday,Everyday,Online,Retail Stores,29-33,Male,Working Executive,Other towns in North,A20005,Praxis business school,
227,10,8,8,7,10,10,0,6,10,10,5,10,6,0,Samsung,Retail,Fruit flavour,Never,Everyday,Everyday,Never,Newspaper,Retail Stores,24-28,Male,Student,Other towns in West,B2020013,Goa Institute of Management,
228,8,10,3,1,8,10,0,1,5,10,0,7,1,4,Others,Retail,I do not consume soft drinks at all,Never,Less Often,Never,Never,Online,Retail Stores,24-28,Male,Student,Chennai,B2020057,Goa Institute of Management,
229,5,10,8,5,8,7,7,6,5,7,5,5,5,5,Samsung,Online,Fruit flavour,Everyday,Less Often,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in West,B2020030 ,Goa institute of management ,
230,6,6,5,7,6,2,0,5,8,9,7,5,0,8,Others,Online,Cola,Never,Less Often,Less Often,Never,Online,Online,18-23,Male,Student,Mumbai,B2020037,Goa Institute of Management,
231,8,10,2,6,10,4,4,0,4,10,3,0,0,3,One Plus,Online,Cola,Everyday,Everyday,Never,Never,Online,Retail Stores,24-28,Male,Student,Other towns in North,B2020005,Goa institute of management,
232,7,10,8,9,8,3,9,9,4,10,9,9,6,6,Apple,Retail,Cola,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,18-23,Male,Student,Other towns in West,B2020036,Goa Institute of Management,
233,1,7,8,1,0,0,1,1,7,8,4,0,0,5,Xiaomi,Online,Cola,Never,Less Often,Everyday,Never,Newspaper,Retail Stores,18-23,Male,Student,Bangalore,B2020009,Goa Institute of Management,
234,8,9,2,4,10,2,2,2,2,8,2,2,2,9,Xiaomi,Online,Orange,Never,Everyday,Less Often,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,B2020022,Goa Institute of Management ,
235,8,9,7,10,7,6,0,0,0,9,3,0,0,0,Xiaomi,Online,White/Colourless,Never,Everyday,Less Often,Less Often,Online,Online,18-23,Male,Student,Other towns in West,B2020041,Goa Institute of Management,
236,8,8,7,4,7,6,9,6,9,9,7,8,8,7,Samsung,Retail,Cola,Everyday,Everyday,Everyday,Less Often,Online,Online,24-28,Female,Student,Other towns in North,B2020061,Goa Institute of Management,
237,7,10,8,9,10,10,7,9,9,7,3,7,6,2,Apple,Retail,I do not consume soft drinks at all,Everyday,Everyday,Everyday,Less Often,Online,Retail Stores,24-28,Male,Student,Other towns in West,B2020024,"Goa Institute of Management, Goa",
